Patch,Hero,Ability,Cluster
7.27,npc_dota_hero_crystal_maiden,special_bonus_unique_crystal_maiden_5,51
7.27,npc_dota_hero_crystal_maiden,special_bonus_attack_speed_200,51
7.27,npc_dota_hero_crystal_maiden,special_bonus_unique_crystal_maiden_3,51
7.27,npc_dota_hero_crystal_maiden,special_bonus_unique_crystal_maiden_1,51
7.27,npc_dota_hero_crystal_maiden,special_bonus_unique_crystal_maiden_2,51
7.27,npc_dota_hero_drow_ranger,drow_ranger_frost_arrows,46
7.27,npc_dota_hero_drow_ranger,drow_ranger_wave_of_silence,38
7.27,npc_dota_hero_drow_ranger,drow_ranger_multishot,45
7.27,npc_dota_hero_drow_ranger,generic_hidden,12
7.27,npc_dota_hero_drow_ranger,generic_hidden,12
7.27,npc_dota_hero_drow_ranger,drow_ranger_marksmanship,46
7.27,npc_dota_hero_drow_ranger,special_bonus_unique_drow_ranger_5,12
7.27,npc_dota_hero_drow_ranger,special_bonus_all_stats_5,12
7.27,npc_dota_hero_drow_ranger,special_bonus_agility_10,12
7.27,npc_dota_hero_drow_ranger,special_bonus_unique_drow_ranger_6,12
7.27,npc_dota_hero_drow_ranger,special_bonus_unique_drow_ranger_1,12
7.27,npc_dota_hero_drow_ranger,special_bonus_unique_drow_ranger_7,12
7.27,npc_dota_hero_drow_ranger,special_bonus_unique_drow_ranger_3,12
7.27,npc_dota_hero_drow_ranger,special_bonus_cooldown_reduction_30,12
7.27,npc_dota_hero_earthshaker,earthshaker_fissure,43
7.27,npc_dota_hero_earthshaker,earthshaker_enchant_totem,50
7.27,npc_dota_hero_earthshaker,earthshaker_aftershock,50
7.27,npc_dota_hero_earthshaker,generic_hidden,17
7.27,npc_dota_hero_earthshaker,generic_hidden,17
7.27,npc_dota_hero_earthshaker,earthshaker_echo_slam,43
7.27,npc_dota_hero_earthshaker,special_bonus_attack_base_damage_20,17
7.27,npc_dota_hero_earthshaker,special_bonus_mp_200,17
7.27,npc_dota_hero_earthshaker,special_bonus_movement_speed_25,17
7.27,npc_dota_hero_earthshaker,special_bonus_armor_6,17
7.27,npc_dota_hero_earthshaker,special_bonus_unique_earthshaker_2,17
7.27,npc_dota_hero_earthshaker,special_bonus_unique_earthshaker_3,17
7.27,npc_dota_hero_earthshaker,special_bonus_magic_resistance_40,17
7.27,npc_dota_hero_earthshaker,special_bonus_unique_earthshaker,17
7.27,npc_dota_hero_juggernaut,juggernaut_blade_fury,17
7.27,npc_dota_hero_juggernaut,juggernaut_healing_ward,50
7.27,npc_dota_hero_juggernaut,juggernaut_blade_dance,17
7.27,npc_dota_hero_juggernaut,juggernaut_swift_slash,43
7.27,npc_dota_hero_juggernaut,generic_hidden,17
7.27,npc_dota_hero_juggernaut,juggernaut_omni_slash,50
7.27,npc_dota_hero_juggernaut,special_bonus_all_stats_5,17
7.27,npc_dota_hero_juggernaut,special_bonus_movement_speed_20,17
7.27,npc_dota_hero_juggernaut,special_bonus_unique_juggernaut_5,17
7.27,npc_dota_hero_juggernaut,special_bonus_attack_speed_20,17
7.27,npc_dota_hero_juggernaut,special_bonus_armor_8,17
7.27,npc_dota_hero_juggernaut,special_bonus_unique_juggernaut_3,17
7.27,npc_dota_hero_juggernaut,special_bonus_hp_475,17
7.27,npc_dota_hero_juggernaut,special_bonus_unique_juggernaut_2,17
7.27,npc_dota_hero_mirana,mirana_starfall,61
7.27,npc_dota_hero_mirana,mirana_arrow,39
7.27,npc_dota_hero_mirana,mirana_leap,51
7.27,npc_dota_hero_mirana,generic_hidden,51
7.27,npc_dota_hero_mirana,generic_hidden,51
7.27,npc_dota_hero_mirana,mirana_invis,51
7.27,npc_dota_hero_mirana,special_bonus_attack_damage_15,51
7.27,npc_dota_hero_mirana,special_bonus_hp_150,51
7.27,npc_dota_hero_mirana,special_bonus_unique_mirana_3,51
7.27,npc_dota_hero_mirana,special_bonus_unique_mirana_1,51
7.27,npc_dota_hero_mirana,special_bonus_spell_amplify_10,51
7.27,npc_dota_hero_mirana,special_bonus_mana_break_20,51
7.27,npc_dota_hero_mirana,special_bonus_unique_mirana_2,51
7.27,npc_dota_hero_mirana,special_bonus_unique_mirana_4,51
7.27,npc_dota_hero_nevermore,nevermore_shadowraze1,61
7.27,npc_dota_hero_nevermore,nevermore_shadowraze2,22
7.27,npc_dota_hero_nevermore,nevermore_shadowraze3,22
7.27,npc_dota_hero_nevermore,nevermore_necromastery,58
7.27,npc_dota_hero_nevermore,nevermore_dark_lord,14
7.27,npc_dota_hero_nevermore,nevermore_requiem,64
7.27,npc_dota_hero_nevermore,special_bonus_spell_amplify_6,58
7.27,npc_dota_hero_nevermore,special_bonus_attack_speed_20,58
7.27,npc_dota_hero_nevermore,special_bonus_unique_nevermore_3,58
7.27,npc_dota_hero_nevermore,special_bonus_movement_speed_25,58
7.27,npc_dota_hero_nevermore,special_bonus_unique_nevermore_1,58
7.27,npc_dota_hero_nevermore,special_bonus_unique_nevermore_2,58
7.27,npc_dota_hero_nevermore,special_bonus_unique_nevermore_5,58
7.27,npc_dota_hero_nevermore,special_bonus_cooldown_reduction_30,58
7.27,npc_dota_hero_morphling,morphling_waveform,45
7.27,npc_dota_hero_morphling,morphling_adaptive_strike_agi,45
7.27,npc_dota_hero_morphling,morphling_adaptive_strike_str,45
7.27,npc_dota_hero_morphling,morphling_morph_agi,12
7.27,npc_dota_hero_morphling,morphling_morph_str,12
7.27,npc_dota_hero_morphling,morphling_replicate,40
7.27,npc_dota_hero_morphling,morphling_morph_replicate,12
7.27,npc_dota_hero_morphling,morphling_morph,12
7.27,npc_dota_hero_morphling,special_bonus_agility_10,12
7.27,npc_dota_hero_morphling,special_bonus_unique_morphling_1,12
7.27,npc_dota_hero_morphling,special_bonus_unique_morphling_8,12
7.27,npc_dota_hero_morphling,special_bonus_attack_speed_30,12
7.27,npc_dota_hero_morphling,special_bonus_cooldown_reduction_12,12
7.27,npc_dota_hero_morphling,special_bonus_unique_morphling_4,12
7.27,npc_dota_hero_morphling,special_bonus_unique_morphling_6,12
7.27,npc_dota_hero_morphling,special_bonus_strength_30,12
7.27,npc_dota_hero_phantom_lancer,phantom_lancer_spirit_lance,49
7.27,npc_dota_hero_phantom_lancer,phantom_lancer_doppelwalk,21
7.27,npc_dota_hero_phantom_lancer,phantom_lancer_phantom_edge,53
7.27,npc_dota_hero_phantom_lancer,generic_hidden,0
7.27,npc_dota_hero_phantom_lancer,generic_hidden,0
7.27,npc_dota_hero_phantom_lancer,phantom_lancer_juxtapose,0
7.27,npc_dota_hero_phantom_lancer,special_bonus_evasion_16,0
7.27,npc_dota_hero_phantom_lancer,special_bonus_attack_speed_15,0
7.27,npc_dota_hero_phantom_lancer,special_bonus_hp_200,0
7.27,npc_dota_hero_phantom_lancer,special_bonus_unique_phantom_lancer_5,0
7.27,npc_dota_hero_phantom_lancer,special_bonus_unique_phantom_lancer,0
7.27,npc_dota_hero_phantom_lancer,special_bonus_unique_phantom_lancer_6,0
7.27,npc_dota_hero_phantom_lancer,special_bonus_unique_phantom_lancer_4,0
7.27,npc_dota_hero_phantom_lancer,special_bonus_24_crit_2,0
7.27,npc_dota_hero_puck,puck_illusory_orb,41
7.27,npc_dota_hero_puck,puck_waning_rift,61
7.27,npc_dota_hero_puck,puck_phase_shift,51
7.27,npc_dota_hero_puck,puck_ethereal_jaunt,51
7.27,npc_dota_hero_puck,generic_hidden,51
7.27,npc_dota_hero_puck,puck_dream_coil,55
7.27,npc_dota_hero_puck,special_bonus_attack_damage_30,51
7.27,npc_dota_hero_puck,special_bonus_cast_range_150,51
7.27,npc_dota_hero_puck,special_bonus_spell_amplify_12,51
7.27,npc_dota_hero_puck,special_bonus_unique_puck_5,51
7.27,npc_dota_hero_puck,special_bonus_unique_puck_2,51
7.27,npc_dota_hero_puck,special_bonus_unique_puck,51
7.27,npc_dota_hero_puck,special_bonus_unique_puck_6,51
7.27,npc_dota_hero_puck,special_bonus_unique_puck_3,51
7.27,npc_dota_hero_pudge,pudge_meat_hook,26
7.27,npc_dota_hero_pudge,pudge_rot,17
7.27,npc_dota_hero_pudge,pudge_flesh_heap,50
7.27,npc_dota_hero_pudge,pudge_eject,17
7.27,npc_dota_hero_pudge,generic_hidden,17
7.27,npc_dota_hero_pudge,pudge_dismember,17
7.27,npc_dota_hero_pudge,special_bonus_armor_4,17
7.27,npc_dota_hero_pudge,special_bonus_unique_pudge_4,17
7.27,npc_dota_hero_pudge,special_bonus_spell_lifesteal_10,17
7.27,npc_dota_hero_pudge,special_bonus_unique_pudge_7,17
7.27,npc_dota_hero_pudge,special_bonus_unique_pudge_6,17
7.27,npc_dota_hero_pudge,special_bonus_unique_pudge_5,17
7.27,npc_dota_hero_pudge,special_bonus_unique_pudge_3,17
7.27,npc_dota_hero_pudge,special_bonus_unique_pudge_1,17
7.27,npc_dota_hero_razor,razor_plasma_field,64
7.27,npc_dota_hero_razor,razor_static_link,64
7.27,npc_dota_hero_razor,razor_unstable_current,27
7.27,npc_dota_hero_razor,generic_hidden,27
7.27,npc_dota_hero_razor,generic_hidden,27
7.27,npc_dota_hero_razor,razor_eye_of_the_storm,27
7.27,npc_dota_hero_razor,special_bonus_hp_175,27
7.27,npc_dota_hero_razor,special_bonus_agility_8,27
7.27,npc_dota_hero_razor,special_bonus_unique_razor,27
7.27,npc_dota_hero_razor,special_bonus_strength_12,27
7.27,npc_dota_hero_razor,special_bonus_armor_8,27
7.27,npc_dota_hero_razor,special_bonus_unique_razor_2,27
7.27,npc_dota_hero_razor,special_bonus_attack_speed_80,27
7.27,npc_dota_hero_razor,special_bonus_unique_razor_6,27
7.27,npc_dota_hero_sand_king,sandking_burrowstrike,31
7.27,npc_dota_hero_sand_king,sandking_sand_storm,53
7.27,npc_dota_hero_sand_king,sandking_caustic_finale,32
7.27,npc_dota_hero_sand_king,generic_hidden,0
7.27,npc_dota_hero_sand_king,generic_hidden,0
7.27,npc_dota_hero_sand_king,sandking_epicenter,55
7.27,npc_dota_hero_sand_king,special_bonus_unique_sand_king_5,0
7.27,npc_dota_hero_sand_king,special_bonus_hp_175,0
7.27,npc_dota_hero_sand_king,special_bonus_unique_sand_king_2,0
7.27,npc_dota_hero_sand_king,special_bonus_unique_sand_king_6,0
7.27,npc_dota_hero_sand_king,special_bonus_unique_sand_king_7,0
7.27,npc_dota_hero_sand_king,special_bonus_hp_regen_20,0
7.27,npc_dota_hero_sand_king,special_bonus_unique_sand_king,0
7.27,npc_dota_hero_sand_king,special_bonus_unique_sand_king_4,0
7.27,npc_dota_hero_storm_spirit,storm_spirit_static_remnant,61
7.27,npc_dota_hero_storm_spirit,storm_spirit_electric_vortex,53
7.27,npc_dota_hero_storm_spirit,storm_spirit_overload,12
7.27,npc_dota_hero_storm_spirit,storm_spirit_electric_rave,53
7.27,npc_dota_hero_storm_spirit,generic_hidden,12
7.27,npc_dota_hero_storm_spirit,storm_spirit_ball_lightning,53
7.27,npc_dota_hero_storm_spirit,special_bonus_unique_storm_spirit_6,12
7.27,npc_dota_hero_storm_spirit,special_bonus_mp_regen_250,12
7.27,npc_dota_hero_storm_spirit,special_bonus_unique_storm_spirit_5,12
7.27,npc_dota_hero_storm_spirit,special_bonus_hp_375,12
7.27,npc_dota_hero_storm_spirit,special_bonus_unique_storm_spirit,12
7.27,npc_dota_hero_storm_spirit,special_bonus_attack_speed_25,12
7.27,npc_dota_hero_storm_spirit,special_bonus_unique_storm_spirit_7,12
7.27,npc_dota_hero_storm_spirit,special_bonus_unique_storm_spirit_4,12
7.27,npc_dota_hero_sven,sven_storm_bolt,49
7.27,npc_dota_hero_sven,sven_great_cleave,50
7.27,npc_dota_hero_sven,sven_warcry,50
7.27,npc_dota_hero_sven,generic_hidden,17
7.27,npc_dota_hero_sven,generic_hidden,17
7.27,npc_dota_hero_sven,sven_gods_strength,17
7.27,npc_dota_hero_sven,special_bonus_strength_7,17
7.27,npc_dota_hero_sven,special_bonus_mp_regen_250,17
7.27,npc_dota_hero_sven,special_bonus_lifesteal_15,17
7.27,npc_dota_hero_sven,special_bonus_unique_sven_5,17
7.27,npc_dota_hero_sven,special_bonus_movement_speed_25,17
7.27,npc_dota_hero_sven,special_bonus_unique_sven,17
7.27,npc_dota_hero_sven,special_bonus_unique_sven_2,17
7.27,npc_dota_hero_sven,special_bonus_unique_sven_4,17
7.27,npc_dota_hero_tiny,tiny_avalanche,49
7.27,npc_dota_hero_tiny,tiny_toss,42
7.27,npc_dota_hero_tiny,tiny_tree_grab,32
7.27,npc_dota_hero_tiny,tiny_tree_channel,26
7.27,npc_dota_hero_tiny,tiny_craggy_exterior,32
7.27,npc_dota_hero_tiny,tiny_grow,0
7.27,npc_dota_hero_tiny,tiny_toss_tree,26
7.27,npc_dota_hero_tiny,special_bonus_movement_speed_15,0
7.27,npc_dota_hero_tiny,special_bonus_attack_damage_25,0
7.27,npc_dota_hero_tiny,special_bonus_unique_tiny_6,0
7.27,npc_dota_hero_tiny,special_bonus_unique_tiny,0
7.27,npc_dota_hero_tiny,special_bonus_strength_18,0
7.27,npc_dota_hero_tiny,special_bonus_unique_tiny_5,0
7.27,npc_dota_hero_tiny,special_bonus_unique_tiny_3,0
7.27,npc_dota_hero_tiny,special_bonus_unique_tiny_2,0
7.27,npc_dota_hero_vengefulspirit,vengefulspirit_magic_missile,45
7.27,npc_dota_hero_vengefulspirit,vengefulspirit_wave_of_terror,38
7.27,npc_dota_hero_vengefulspirit,vengefulspirit_command_aura,14
7.27,npc_dota_hero_vengefulspirit,generic_hidden,58
7.27,npc_dota_hero_vengefulspirit,generic_hidden,58
7.27,npc_dota_hero_vengefulspirit,vengefulspirit_nether_swap,14
7.27,npc_dota_hero_vengefulspirit,special_bonus_magic_resistance_12,58
7.27,npc_dota_hero_vengefulspirit,special_bonus_unique_vengeful_spirit_4,58
7.27,npc_dota_hero_vengefulspirit,special_bonus_agility_12,58
7.27,npc_dota_hero_vengefulspirit,special_bonus_unique_vengeful_spirit_5,58
7.27,npc_dota_hero_vengefulspirit,special_bonus_unique_vengeful_spirit_1,58
7.27,npc_dota_hero_vengefulspirit,special_bonus_cast_range_125,58
7.27,npc_dota_hero_vengefulspirit,special_bonus_unique_vengeful_spirit_2,58
7.27,npc_dota_hero_vengefulspirit,special_bonus_unique_vengeful_spirit_3,58
7.27,npc_dota_hero_windrunner,windrunner_shackleshot,45
7.27,npc_dota_hero_windrunner,windrunner_powershot,16
7.27,npc_dota_hero_windrunner,windrunner_windrun,12
7.27,npc_dota_hero_windrunner,generic_hidden,12
7.27,npc_dota_hero_windrunner,generic_hidden,12
7.27,npc_dota_hero_windrunner,windrunner_focusfire,46
7.27,npc_dota_hero_windrunner,special_bonus_mp_regen_150,12
7.27,npc_dota_hero_windrunner,special_bonus_unique_windranger_9,12
7.27,npc_dota_hero_windrunner,special_bonus_unique_windranger_3,12
7.27,npc_dota_hero_windrunner,special_bonus_attack_range_100,12
7.27,npc_dota_hero_windrunner,special_bonus_unique_windranger_6,12
7.27,npc_dota_hero_windrunner,special_bonus_unique_windranger_8,12
7.27,npc_dota_hero_windrunner,special_bonus_unique_windranger,12
7.27,npc_dota_hero_windrunner,special_bonus_cooldown_reduction_25,12
7.27,npc_dota_hero_zuus,zuus_arc_lightning,14
7.27,npc_dota_hero_zuus,zuus_lightning_bolt,22
7.27,npc_dota_hero_zuus,zuus_static_field,12
7.27,npc_dota_hero_zuus,zuus_cloud,53
7.27,npc_dota_hero_zuus,zuus_heavenly_jump,12
7.27,npc_dota_hero_zuus,zuus_thundergods_wrath,61
7.27,npc_dota_hero_zuus,special_bonus_mp_regen_125,12
7.27,npc_dota_hero_zuus,special_bonus_hp_200,12
7.27,npc_dota_hero_zuus,special_bonus_movement_speed_25,12
7.27,npc_dota_hero_zuus,special_bonus_unique_zeus,12
7.27,npc_dota_hero_zuus,special_bonus_unique_zeus_4,12
7.27,npc_dota_hero_zuus,special_bonus_unique_zeus_3,12
7.27,npc_dota_hero_zuus,special_bonus_cast_range_275,12
7.27,npc_dota_hero_zuus,special_bonus_unique_zeus_2,12
7.27,npc_dota_hero_kunkka,kunkka_torrent,42
7.27,npc_dota_hero_kunkka,kunkka_tidebringer,21
7.27,npc_dota_hero_kunkka,kunkka_x_marks_the_spot,28
7.27,npc_dota_hero_kunkka,kunkka_torrent_storm,0
7.27,npc_dota_hero_kunkka,kunkka_tidal_wave,48
7.27,npc_dota_hero_kunkka,kunkka_ghostship,48
7.27,npc_dota_hero_kunkka,kunkka_return,0
7.27,npc_dota_hero_kunkka,special_bonus_attack_damage_30,0
7.27,npc_dota_hero_kunkka,special_bonus_cast_range_150,0
7.27,npc_dota_hero_kunkka,special_bonus_hp_regen_8,0
7.27,npc_dota_hero_kunkka,special_bonus_unique_kunkka_2,0
7.27,npc_dota_hero_kunkka,special_bonus_unique_kunkka,0
7.27,npc_dota_hero_kunkka,special_bonus_strength_20,0
7.27,npc_dota_hero_kunkka,special_bonus_unique_kunkka_3,0
7.27,npc_dota_hero_kunkka,special_bonus_unique_kunkka_4,0
7.27,npc_dota_hero_lina,lina_dragon_slave,45
7.27,npc_dota_hero_lina,lina_light_strike_array,46
7.27,npc_dota_hero_lina,lina_fiery_soul,51
7.27,npc_dota_hero_lina,generic_hidden,51
7.27,npc_dota_hero_lina,generic_hidden,51
7.27,npc_dota_hero_lina,lina_laguna_blade,55
7.27,npc_dota_hero_lina,special_bonus_attack_damage_30,51
7.27,npc_dota_hero_lina,special_bonus_cast_range_75,51
7.27,npc_dota_hero_lina,special_bonus_hp_350,51
7.27,npc_dota_hero_lina,special_bonus_unique_lina_3,51
7.27,npc_dota_hero_lina,special_bonus_spell_amplify_11,51
7.27,npc_dota_hero_lina,special_bonus_unique_lina_2,51
7.27,npc_dota_hero_lina,special_bonus_unique_lina_1,51
7.27,npc_dota_hero_lina,special_bonus_attack_range_150,51
7.27,npc_dota_hero_lich,lich_frost_nova,46
7.27,npc_dota_hero_lich,lich_frost_shield,14
7.27,npc_dota_hero_lich,lich_sinister_gaze,46
7.27,npc_dota_hero_lich,lich_ice_spire,14
7.27,npc_dota_hero_lich,generic_hidden,51
7.27,npc_dota_hero_lich,lich_chain_frost,48
7.27,npc_dota_hero_lich,special_bonus_cast_range_100,51
7.27,npc_dota_hero_lich,special_bonus_unique_lich_6,51
7.27,npc_dota_hero_lich,special_bonus_attack_damage_100,51
7.27,npc_dota_hero_lich,special_bonus_unique_lich_3,51
7.27,npc_dota_hero_lich,special_bonus_unique_lich_7,51
7.27,npc_dota_hero_lich,special_bonus_unique_lich_4,51
7.27,npc_dota_hero_lich,special_bonus_unique_lich_1,51
7.27,npc_dota_hero_lich,special_bonus_unique_lich_5,51
7.27,npc_dota_hero_lion,lion_impale,11
7.27,npc_dota_hero_lion,lion_voodoo,46
7.27,npc_dota_hero_lion,lion_mana_drain,28
7.27,npc_dota_hero_lion,generic_hidden,51
7.27,npc_dota_hero_lion,generic_hidden,51
7.27,npc_dota_hero_lion,lion_finger_of_death,55
7.27,npc_dota_hero_lion,special_bonus_unique_lion_6,51
7.27,npc_dota_hero_lion,special_bonus_attack_damage_70,51
7.27,npc_dota_hero_lion,special_bonus_unique_lion_7,51
7.27,npc_dota_hero_lion,special_bonus_cast_range_125,51
7.27,npc_dota_hero_lion,special_bonus_unique_lion_8,51
7.27,npc_dota_hero_lion,special_bonus_unique_lion,51
7.27,npc_dota_hero_lion,special_bonus_unique_lion_2,51
7.27,npc_dota_hero_lion,special_bonus_unique_lion_4,51
7.27,npc_dota_hero_shadow_shaman,shadow_shaman_ether_shock,50
7.27,npc_dota_hero_shadow_shaman,shadow_shaman_voodoo,17
7.27,npc_dota_hero_shadow_shaman,shadow_shaman_shackles,17
7.27,npc_dota_hero_shadow_shaman,generic_hidden,17
7.27,npc_dota_hero_shadow_shaman,generic_hidden,17
7.27,npc_dota_hero_shadow_shaman,shadow_shaman_mass_serpent_ward,50
7.27,npc_dota_hero_shadow_shaman,special_bonus_hp_175,17
7.27,npc_dota_hero_shadow_shaman,special_bonus_unique_shadow_shaman_6,17
7.27,npc_dota_hero_shadow_shaman,special_bonus_cast_range_100,17
7.27,npc_dota_hero_shadow_shaman,special_bonus_unique_shadow_shaman_5,17
7.27,npc_dota_hero_shadow_shaman,special_bonus_unique_shadow_shaman_2,17
7.27,npc_dota_hero_shadow_shaman,special_bonus_unique_shadow_shaman_1,17
7.27,npc_dota_hero_shadow_shaman,special_bonus_unique_shadow_shaman_3,17
7.27,npc_dota_hero_shadow_shaman,special_bonus_unique_shadow_shaman_4,17
7.27,npc_dota_hero_slardar,slardar_sprint,0
7.27,npc_dota_hero_slardar,slardar_slithereen_crush,32
7.27,npc_dota_hero_slardar,slardar_bash,0
7.27,npc_dota_hero_slardar,generic_hidden,0
7.27,npc_dota_hero_slardar,generic_hidden,0
7.27,npc_dota_hero_slardar,slardar_amplify_damage,28
7.27,npc_dota_hero_slardar,special_bonus_hp_regen_6,0
7.27,npc_dota_hero_slardar,special_bonus_attack_damage_20,0
7.27,npc_dota_hero_slardar,special_bonus_hp_275,0
7.27,npc_dota_hero_slardar,special_bonus_unique_slardar_2,0
7.27,npc_dota_hero_slardar,special_bonus_lifesteal_25,0
7.27,npc_dota_hero_slardar,special_bonus_unique_slardar_5,0
7.27,npc_dota_hero_slardar,special_bonus_unique_slardar_4,0
7.27,npc_dota_hero_slardar,special_bonus_unique_slardar_3,0
7.27,npc_dota_hero_tidehunter,tidehunter_gush,54
7.27,npc_dota_hero_tidehunter,tidehunter_kraken_shell,12
7.27,npc_dota_hero_tidehunter,tidehunter_anchor_smash,46
7.27,npc_dota_hero_tidehunter,generic_hidden,12
7.27,npc_dota_hero_tidehunter,generic_hidden,12
7.27,npc_dota_hero_tidehunter,tidehunter_ravage,64
7.27,npc_dota_hero_tidehunter,special_bonus_movement_speed_20,12
7.27,npc_dota_hero_tidehunter,special_bonus_mp_regen_175,12
7.27,npc_dota_hero_tidehunter,special_bonus_unique_tidehunter_2,12
7.27,npc_dota_hero_tidehunter,special_bonus_unique_tidehunter_3,12
7.27,npc_dota_hero_tidehunter,special_bonus_unique_tidehunter_4,12
7.27,npc_dota_hero_tidehunter,special_bonus_unique_tidehunter,12
7.27,npc_dota_hero_tidehunter,special_bonus_cooldown_reduction_20,12
7.27,npc_dota_hero_tidehunter,special_bonus_attack_damage_200,12
7.27,npc_dota_hero_witch_doctor,witch_doctor_paralyzing_cask,45
7.27,npc_dota_hero_witch_doctor,witch_doctor_voodoo_restoration,53
7.27,npc_dota_hero_witch_doctor,witch_doctor_maledict,46
7.27,npc_dota_hero_witch_doctor,witch_doctor_voodoo_switcheroo,24
7.27,npc_dota_hero_witch_doctor,generic_hidden,51
7.27,npc_dota_hero_witch_doctor,witch_doctor_death_ward,14
7.27,npc_dota_hero_witch_doctor,special_bonus_attack_damage_60,51
7.27,npc_dota_hero_witch_doctor,special_bonus_armor_5,51
7.27,npc_dota_hero_witch_doctor,special_bonus_unique_witch_doctor_3,51
7.27,npc_dota_hero_witch_doctor,special_bonus_unique_witch_doctor_6,51
7.27,npc_dota_hero_witch_doctor,special_bonus_unique_witch_doctor_1,51
7.27,npc_dota_hero_witch_doctor,special_bonus_unique_witch_doctor_7,51
7.27,npc_dota_hero_witch_doctor,special_bonus_unique_witch_doctor_2,51
7.27,npc_dota_hero_witch_doctor,special_bonus_unique_witch_doctor_5,51
7.27,npc_dota_hero_riki,riki_smoke_screen,65
7.27,npc_dota_hero_riki,riki_blink_strike,28
7.27,npc_dota_hero_riki,riki_tricks_of_the_trade,65
